x,L,M,S
0,0.9267,4.6878,0.16093
30,0.6210,3.3714,0.15634
60,0.5607,2.5170,0.16382
91,0.6219,2.0747,0.18097
121,0.7141,1.7184,0.20700
152,0.7879,1.4381,0.23798
182,0.8482,1.2009,0.27392
213,0.8985,1.0106,0.31173
243,0.9379,0.8731,0.35212
273,0.9577,0.7615,0.39591
304,0.9598,0.6659,0.44007
